Journal title,ISSN,eISSN,Publisher name,Publisher address,Languages,Web of Science Categories
IMMUNITY INFLAMMATION AND DISEASE,2050-4527,2050-4527,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Immunology
IMMUNOBIOLOGY,0171-2985,1878-3279,ELSEVIER GMBH,"HACKERBRUCKE 6, MUNICH, GERMANY, 80335",Multi-Language,Immunology
IMMUNOGENETICS,0093-7711,1432-1211,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",English,Genetics & Heredity | Immunology
IMMUNOLOGICAL INVESTIGATIONS,0882-0139,1532-4311,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",English,Immunology
IMMUNOLOGICAL REVIEWS,0105-2896,1600-065X,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Immunology
IMMUNOLOGIC RESEARCH,0257-277X,1559-0755,HUMANA PRESS INC,"999 RIVERVIEW DRIVE SUITE 208, TOTOWA, USA, NJ, 07512",English,Immunology
IMMUNOLOGY,0019-2805,1365-2567,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Immunology
IMMUNOLOGY AND ALLERGY CLINICS OF NORTH AMERICA,0889-8561,1557-8607,W B SAUNDERS CO-ELSEVIER INC,"1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899",English,Allergy | Immunology
IMMUNOLOGY AND CELL BIOLOGY,0818-9641,1440-1711,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Cell Biology | Immunology
IMMUNOLOGY LETTERS,0165-2478,1879-0542,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",Multi-Language,Immunology
IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY,0892-3973,1532-2513,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Pharmacology & Pharmacy | Toxicology | Immunology
IMMUNOTHERAPY,1750-743X,1750-7448,FUTURE MEDICINE LTD,"UNITEC HOUSE, 3RD FLOOR, 2 ALBERT PLACE, FINCHLEY CENTRAL, LONDON, ENGLAND, N3 1QB",English,Immunology
INDIAN JOURNAL OF ANIMAL RESEARCH,0367-6722,0367-6722,AGRICULTURAL RESEARCH COMMUNICATION CENTRE,"1130 SADAR BAZAR, POST OFFICE MARG, KARNAL, INDIA, 132 001",English,"Agriculture, Dairy & Animal Science"
INDIAN JOURNAL OF ANIMAL SCIENCES,0367-8318,0367-8318,INDIAN COUNC AGRICULTURAL RES,"KAB-1, NEW DELHI, INDIA, 110012",English,"Agriculture, Dairy & Animal Science"
INDIAN JOURNAL OF BIOCHEMISTRY & BIOPHYSICS,0301-1208,0975-0959,NATL INST SCIENCE COMMUNICATION-NISCAIR,"DR K S KRISHNAN MARG, PUSA CAMPUS, NEW DELHI, INDIA, 110 012",English,Biophysics | Biochemistry & Molecular Biology
INDIAN JOURNAL OF BIOTECHNOLOGY,0972-5849,0975-0967,NATL INST SCIENCE COMMUNICATION-NISCAIR,"DR K S KRISHNAN MARG, PUSA CAMPUS, NEW DELHI, INDIA, 110 012",English,Biotechnology & Applied Microbiology
INDIAN JOURNAL OF CANCER,0019-509X,1998-4774,WOLTERS KLUWER MEDKNOW PUBLICATIONS,"WOLTERS KLUWER INDIA PVT LTD , A-202, 2ND FLR, QUBE, C T S  NO 1498A-2 VILLAGE MAROL, ANDHERI EAST, MUMBAI, India, Maharashtra, 400059",English,Oncology
INDIAN JOURNAL OF DERMATOLOGY,0019-5154,1998-3611,WOLTERS KLUWER MEDKNOW PUBLICATIONS,"WOLTERS KLUWER INDIA PVT LTD , A-202, 2ND FLR, QUBE, C T S  NO 1498A-2 VILLAGE MAROL, ANDHERI EAST, MUMBAI, India, Maharashtra, 400059",English,Dermatology
INDIAN JOURNAL OF DERMATOLOGY VENEREOLOGY & LEPROLOGY,0378-6323,0973-3922,SCIENTIFIC SCHOLAR LLC,"50, WOODGREEN DR, PITTSFORD, USA, NY, 14534",English,Dermatology
INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY,0019-5189,0975-1009,NATL INST SCIENCE COMMUNICATION-NISCAIR,"DR K S KRISHNAN MARG, PUSA CAMPUS, NEW DELHI, INDIA, 110 012",English,Biology
INDIAN JOURNAL OF GENETICS AND PLANT BREEDING,0019-5200,0975-6906,INDIAN SOC GENET PLANT BREEDING,"PO BOX 11312, INDIAN AGRICULTURE RES INST, NEW DELHI, INDIA, 110012",English,Plant Sciences
INDIAN JOURNAL OF HEMATOLOGY AND BLOOD TRANSFUSION,0971-4502,0974-0449,SPRINGER INDIA,"7TH FLOOR, VIJAYA BUILDING, 17, BARAKHAMBA ROAD, NEW DELHI, INDIA, 110 001",English,Hematology
INDIAN JOURNAL OF MEDICAL MICROBIOLOGY,0255-0857,1998-3646,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",English,Immunology
INDIAN JOURNAL OF MEDICAL RESEARCH,0971-5916,0971-5916,WOLTERS KLUWER MEDKNOW PUBLICATIONS,"WOLTERS KLUWER INDIA PVT LTD , A-202, 2ND FLR, QUBE, C T S  NO 1498A-2 VILLAGE MAROL, ANDHERI EAST, MUMBAI, India, Maharashtra, 400059",English,"Medicine, Research & Experimental | Medicine, General & Internal | Immunology"
INDIAN JOURNAL OF MICROBIOLOGY,0046-8991,0973-7715,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",English,Microbiology | Biotechnology & Applied Microbiology
INDIAN JOURNAL OF OPHTHALMOLOGY,0301-4738,1998-3689,WOLTERS KLUWER MEDKNOW PUBLICATIONS,"WOLTERS KLUWER INDIA PVT LTD , A-202, 2ND FLR, QUBE, C T S  NO 1498A-2 VILLAGE MAROL, ANDHERI EAST, MUMBAI, India, Maharashtra, 400059",English,Ophthalmology
INDIAN JOURNAL OF PATHOLOGY AND MICROBIOLOGY,0377-4929,0974-5130,WOLTERS KLUWER MEDKNOW PUBLICATIONS,"WOLTERS KLUWER INDIA PVT LTD , A-202, 2ND FLR, QUBE, C T S  NO 1498A-2 VILLAGE MAROL, ANDHERI EAST, MUMBAI, India, Maharashtra, 400059",English,Pathology
INDIAN JOURNAL OF PEDIATRICS,0019-5456,0973-7693,SPRINGER INDIA,"7TH FLOOR, VIJAYA BUILDING, 17, BARAKHAMBA ROAD, NEW DELHI, INDIA, 110 001",English,Pediatrics
INDIAN JOURNAL OF PHARMACEUTICAL EDUCATION AND RESEARCH,0019-5464,0019-5464,ASSOC PHARMACEUTICAL TEACHERS INDIA,"AL-AMEEN COLL PHARMACY, OPP LALBACH MAIN GATE, HOSUR MAIN RD, BANGALORE, INDIA, 560 027",English,"Pharmacology & Pharmacy | Education, Scientific Disciplines"
INDIAN JOURNAL OF PHARMACEUTICAL SCIENCES,0250-474X,1998-3743,INDIAN PHARMACEUTICAL ASSOC,"KALINA, SANTA CRUZ EAST, MUMBAI, INDIA, 00000",English,Pharmacology & Pharmacy
INDIAN JOURNAL OF PHARMACOLOGY,0253-7613,1998-3751,WOLTERS KLUWER MEDKNOW PUBLICATIONS,"WOLTERS KLUWER INDIA PVT LTD , A-202, 2ND FLR, QUBE, C T S  NO 1498A-2 VILLAGE MAROL, ANDHERI EAST, MUMBAI, India, Maharashtra, 400059",English,Pharmacology & Pharmacy
INDIAN JOURNAL OF TRADITIONAL KNOWLEDGE,0972-5938,0975-1068,NATL INST SCIENCE COMMUNICATION-NISCAIR,"DR K S KRISHNAN MARG, PUSA CAMPUS, NEW DELHI, INDIA, 110 012",English,Plant Sciences
INDIAN PEDIATRICS,0019-6061,0974-7559,SPRINGER INDIA,"7TH FLOOR, VIJAYA BUILDING, 17, BARAKHAMBA ROAD, NEW DELHI, INDIA, 110 001",English,Pediatrics
INDUSTRIAL HEALTH,0019-8366,1880-8026,"NATL INST OCCUPATIONAL SAFETY & HEALTH, JAPAN","21-1 NAGAO 6-CHOME TAMA-KU, KAWASAKI KANAGAWA, JAPAN, 214",English,"Toxicology | Environmental Sciences | Public, Environmental & Occupational Health"
INFECTION,0300-8126,1439-0973,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",English,Infectious Diseases
INFECTION AND DRUG RESISTANCE,1178-6973,1178-6973,DOVE MEDICAL PRESS LTD,"PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752",English,Infectious Diseases | Pharmacology & Pharmacy
INFECTION AND IMMUNITY,0019-9567,1098-5522,AMER SOC MICROBIOLOGY,"1752 N ST NW, WASHINGTON, USA, DC, 20036-2904",English,Infectious Diseases | Immunology
INFECTION CONTROL AND HOSPITAL EPIDEMIOLOGY,0899-823X,1559-6834,CAMBRIDGE UNIV PRESS,"32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473",English,"Infectious Diseases | Public, Environmental & Occupational Health"
INFECTION GENETICS AND EVOLUTION,1567-1348,1567-7257,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",English,Infectious Diseases
INFECTIOUS AGENTS AND CANCER,1750-9378,1750-9378,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Oncology | Immunology
INFECTIOUS DISEASE CLINICS OF NORTH AMERICA,0891-5520,1557-9824,W B SAUNDERS CO-ELSEVIER INC,"1600 JOHN F KENNEDY BOULEVARD, STE 1800, PHILADELPHIA, USA, PA, 19103-2899",English,Infectious Diseases | Immunology
INFECTIOUS DISEASES,2374-4235,2374-4243,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Infectious Diseases
INFECTIOUS DISEASES AND THERAPY,2193-8229,2193-6382,SPRINGER LONDON LTD,"236 GRAYS INN RD, 6TH FLOOR, LONDON, ENGLAND, WC1X 8HL",English,Infectious Diseases
INFECTIOUS DISEASES NOW,2666-9927,2666-9919,ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER,"65 RUE CAMILLE DESMOULINS, CS50083, ISSY-LES-MOULINEAUX, FRANCE, 92442",,Infectious Diseases
INFECTIOUS DISEASES OF POVERTY,2095-5162,2049-9957,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Infectious Diseases | Tropical Medicine | Parasitology
INFLAMMATION,0360-3997,1573-2576,SPRINGER/PLENUM PUBLISHERS,"233 SPRING ST, NEW YORK, USA, NY, 10013",English,Cell Biology | Immunology
INFLAMMATION AND REGENERATION,1880-8190,1880-8190,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,"Medicine, Research & Experimental | Immunology"
INFLAMMATION RESEARCH,1023-3830,1420-908X,SPRINGER BASEL AG,"PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052",English,Cell Biology | Immunology
INFLAMMATORY BOWEL DISEASES,1078-0998,1536-4844,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513",English,Gastroenterology & Hepatology
INFLAMMOPHARMACOLOGY,0925-4692,1568-5608,SPRINGER BASEL AG,"PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052",English,Toxicology | Immunology
INFLUENZA AND OTHER RESPIRATORY VIRUSES,1750-2640,1750-2659,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Infectious Diseases | Virology
INFORMATICS FOR HEALTH & SOCIAL CARE,1753-8157,1753-8165,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",English,Health Care Sciences & Services | Medical Informatics
INHALATION TOXICOLOGY,0895-8378,1091-7691,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Toxicology
INLAND WATER BIOLOGY,1995-0829,1995-0837,MAIK NAUKA/INTERPERIODICA/SPRINGER,"233 SPRING ST, NEW YORK, USA, NY, 10013-1578",English,Marine & Freshwater Biology
INLAND WATERS,2044-2041,2044-205X,TAYLOR & FRANCIS LTD,"2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN",English,Marine & Freshwater Biology | Limnology
INNATE IMMUNITY,1753-4259,1753-4267,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",English,"Medicine, Research & Experimental | Immunology | Microbiology | Biochemistry & Molecular Biology"
IN PRACTICE,0263-841X,2042-7689,JOHN WILEY & SONS LTD,"THE ATRIUM, SOUTHERN GATE, CHICHESTER, ENGLAND, W SUSSEX, PO19 8SQ",English,Veterinary Sciences
INRA PRODUCTIONS ANIMALES,2273-774X,2273-7766,INST NATL RECHERCHE AGRONOMIQUE,"147 RUE DE L UNIVERSITE, PARIS CEDEX 07, FRANCE, 75338",,"Agriculture, Dairy & Animal Science | Veterinary Sciences"
INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY,0965-1748,1879-0240,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",English,Entomology | Biochemistry & Molecular Biology
INSECT CONSERVATION AND DIVERSITY,1752-458X,1752-4598,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Entomology
INSECTES SOCIAUX,0020-1812,1420-9098,SPRINGER BASEL AG,"PICASSOPLATZ 4, BASEL, SWITZERLAND, 4052",Multi-Language,Entomology
INSECT MOLECULAR BIOLOGY,0962-1075,1365-2583,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Entomology | Biochemistry & Molecular Biology
INSECTS,2075-4450,2075-4450,MDPI,"ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052",English,Entomology
INSECT SCIENCE,1672-9609,1744-7917,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Entomology
INSECT SYSTEMATICS AND DIVERSITY,2399-3421,2399-3421,OXFORD UNIV PRESS INC,"JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513",English,Entomology
INSECT SYSTEMATICS & EVOLUTION,1399-560X,1876-312X,BRILL,"PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA",English,Entomology | Evolutionary Biology
INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT,1551-3777,1551-3793,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Toxicology | Environmental Sciences
INTEGRATIVE BIOLOGY,1757-9694,1757-9708,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",English,Cell Biology
INTEGRATIVE CANCER THERAPIES,1534-7354,1552-695X,SAGE PUBLICATIONS INC,"2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",English,Oncology | Integrative & Complementary Medicine
INTEGRATIVE MEDICINE RESEARCH,2213-4220,2213-4239,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",English,Integrative & Complementary Medicine
INTEGRATIVE ORGANISMAL BIOLOGY,,2517-4843,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",English,Evolutionary Biology | Biology | Zoology
INTERACTIVE CARDIOVASCULAR AND THORACIC SURGERY,1569-9293,1569-9285,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",English,Surgery | Cardiac & Cardiovascular System | Respiratory System
INTERDISCIPLINARY SCIENCES-COMPUTATIONAL LIFE SCIENCES,1913-2751,1867-1462,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",English,Mathematical & Computational Biology
INTERFACE FOCUS,2042-8898,2042-8901,ROYAL SOC,"6-9 CARLTON HOUSE TERRACE, LONDON, ENGLAND, SW1Y 5AG",English,Biology
INTERNAL AND EMERGENCY MEDICINE,1828-0447,1970-9366,SPRINGER-VERLAG ITALIA SRL,"VIA DECEMBRIO, 28, MILAN, ITALY, 20137",English,"Medicine, General & Internal"
INTERNAL MEDICINE,0918-2918,1349-7235,JAPAN SOC INTERNAL MEDICINE,"34-3 3-CHOME HONGO BUNKYO-KU, TOKYO, JAPAN, 113",English,"Medicine, General & Internal"
INTERNAL MEDICINE JOURNAL,1444-0903,1445-5994,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,"Medicine, General & Internal"
INTERNATIONAL ANGIOLOGY,0392-9590,1827-1839,EDIZIONI MINERVA MEDICA,"CORSO BRAMANTE 83-85 INT JOURNALS DEPT., TURIN, ITALY, 10126",English,Peripheral Vascular Diseases
INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY,1018-2438,1423-0097,KARGER,"ALLSCHWILERSTRASSE 10, BASEL, SWITZERLAND, CH-4009",English,Allergy | Immunology
INTERNATIONAL BIODETERIORATION & BIODEGRADATION,0964-8305,1879-0208,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",English,Biotechnology & Applied Microbiology | Environmental Sciences
INTERNATIONAL BRAZ J UROL,1677-5538,1677-6119,BRAZILIAN SOC UROL,"RUA BAMBINA, 153, RIO DE JANEIRO, BRAZIL, 2251-050",English,Urology & Nephrology
INTERNATIONAL BREASTFEEDING JOURNAL,1746-4358,1746-4358,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Obstetrics & Gynecology | Pediatrics
INTERNATIONAL CLINICAL PSYCHOPHARMACOLOGY,0268-1315,1473-5857,LIPPINCOTT WILLIAMS & WILKINS,"TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103",English,Pharmacology & Pharmacy | Psychiatry
INTERNATIONAL HEART JOURNAL,1349-2365,1349-3299,INT HEART JOURNAL ASSOC,"UNIV TOKYO, GRADUATE SCHOOL MEDICINE, DEPT CARDIOVASCULAR MEDICINE, HONGO 7-3-1, BUNKYO-KU, TOKYO, JAPAN, 113-8655",English,Cardiac & Cardiovascular System
INTERNATIONAL IMMUNOLOGY,0953-8178,1460-2377,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",English,Immunology
INTERNATIONAL IMMUNOPHARMACOLOGY,1567-5769,1878-1705,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",English,Pharmacology & Pharmacy | Immunology
INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN BIOMEDICAL ENGINEERING,2040-7939,2040-7947,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,"Engineering, Biomedical | Mathematical & Computational Biology | Mathematics, Interdisciplinary Applications"
INTERNATIONAL JOURNAL FOR PARASITOLOGY,0020-7519,1879-0135,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",English,Parasitology
INTERNATIONAL JOURNAL FOR PARASITOLOGY-DRUGS AND DRUG RESISTANCE,2211-3207,2211-3207,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OXON, OX5 1GB",English,Pharmacology & Pharmacy | Parasitology
INTERNATIONAL JOURNAL FOR PARASITOLOGY-PARASITES AND WILDLIFE,2213-2244,2213-2244,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",English,Parasitology | Ecology
INTERNATIONAL JOURNAL OF ACAROLOGY,0164-7954,1945-3892,TAYLOR & FRANCIS INC,"530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106",English,Entomology
INTERNATIONAL JOURNAL OF ANTIMICROBIAL AGENTS,0924-8579,1872-7913,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",English,Infectious Diseases | Microbiology | Pharmacology & Pharmacy
INTERNATIONAL JOURNAL OF APPLIED RESEARCH IN VETERINARY MEDICINE,1542-2666,1559-470X,VETERINARY SOLUTIONS LLC,"PO BOX 2083, APOPKA, USA, FL, 32704-2083",English,Veterinary Sciences
INTERNATIONAL JOURNAL OF ARTIFICIAL ORGANS,0391-3988,1724-6040,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",English,"Engineering, Biomedical | Transplantation"
INTERNATIONAL JOURNAL OF ASTROBIOLOGY,1473-5504,1475-3006,CAMBRIDGE UNIV PRESS,"32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473",English,"Geosciences, Multidisciplinary | Biology | Astronomy & Astrophysics"
INTERNATIONAL JOURNAL OF BEHAVIORAL NUTRITION AND PHYSICAL ACTIVITY,1479-5868,1479-5868,BMC,"CAMPUS, 4 CRINAN ST, LONDON, ENGLAND, N1 9XW",English,Physiology | Nutrition & Dietetics
INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY,1357-2725,1878-5875,PERGAMON-ELSEVIER SCIENCE LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",English,Cell Biology | Biochemistry & Molecular Biology
INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,0141-8130,1879-0003,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",English,"Polymer Science | Biochemistry & Molecular Biology | Chemistry, Applied"
INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS,0393-6155,1724-6008,SAGE PUBLICATIONS LTD,"1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",English,Oncology | Biotechnology & Applied Microbiology
INTERNATIONAL JOURNAL OF BIOLOGICAL SCIENCES,1449-2288,1449-2288,IVYSPRING INT PUBL,"PO BOX 4546, LAKE HAVEN, AUSTRALIA, NSW, 2263",English,Biochemistry & Molecular Biology
INTERNATIONAL JOURNAL OF BIOMATHEMATICS,1793-5245,1793-7159,WORLD SCIENTIFIC PUBL CO PTE LTD,"5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224",English,Mathematical & Computational Biology
INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,0020-7128,1432-1254,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",Multi-Language,Physiology | Meteorology & Atmospheric Sciences | Biophysics | Environmental Sciences
INTERNATIONAL JOURNAL OF BIOPRINTING,2424-7723,2424-8002,"WHIOCE PUBLISHING PTE LTD, SINGAPORE","7030 ANG MO KIO AVE 5, 04-15 NORTHSTAR AMK, SINGAPORE, SINGAPORE, 569880",English,"Materials Science, Biomaterials | Engineering, Biomedical"
INTERNATIONAL JOURNAL OF BIOSTATISTICS,2194-573X,1557-4679,WALTER DE GRUYTER GMBH,"GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785",English,Statistics & Probability | Mathematical & Computational Biology
INTERNATIONAL JOURNAL OF CANCER,0020-7136,1097-0215,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",Multi-Language,Oncology
INTERNATIONAL JOURNAL OF CARDIOLOGY,0167-5273,1874-1754,ELSEVIER IRELAND LTD,"ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, IRELAND, 00000",English,Cardiac & Cardiovascular System
INTERNATIONAL JOURNAL OF CARDIOVASCULAR IMAGING,1569-5794,1573-0743,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",English,"Cardiac & Cardiovascular System | Radiology, Nuclear Medicine & Medical Imaging"
INTERNATIONAL JOURNAL OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE,1178-2005,1178-2005,DOVE MEDICAL PRESS LTD,"PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752",English,Respiratory System
INTERNATIONAL JOURNAL OF CLINICAL ONCOLOGY,1341-9625,1437-7772,SPRINGER JAPAN KK,"SHIROYAMA TRUST TOWER 5F, 4-3-1 TORANOMON, MINATO-KU, TOKYO, JAPAN, 105-6005",English,Oncology
INTERNATIONAL JOURNAL OF CLINICAL PHARMACOLOGY AND THERAPEUTICS,0946-1965,0946-1965,DUSTRI-VERLAG DR KARL FEISTLE,"BAHNHOFSTRASSE 9 POSTFACH 49, DEISENHOFEN-MUENCHEN, GERMANY, D-82032",English,Pharmacology & Pharmacy
INTERNATIONAL JOURNAL OF CLINICAL PHARMACY,2210-7703,2210-7711,SPRINGER,"VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",English,Pharmacology & Pharmacy
INTERNATIONAL JOURNAL OF CLINICAL PRACTICE,1368-5031,1742-1241,WILEY-HINDAWI,"ADAM HOUSE, 3RD FL, 1 FITZROY SQ, LONDON, ENGLAND, WIT 5HE",English,"Medicine, General & Internal"
INTERNATIONAL JOURNAL OF COLORECTAL DISEASE,0179-1958,1432-1262,SPRINGER,"ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004",English,Surgery | Gastroenterology & Hepatology
INTERNATIONAL JOURNAL OF COMPUTER ASSISTED RADIOLOGY AND SURGERY,1861-6410,1861-6429,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",English,"Surgery | Engineering, Biomedical | Radiology, Nuclear Medicine & Medical Imaging"
INTERNATIONAL JOURNAL OF COSMETIC SCIENCE,0142-5463,1468-2494,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",Multi-Language,Dermatology
INTERNATIONAL JOURNAL OF DATA MINING AND BIOINFORMATICS,1748-5673,1748-5681,INDERSCIENCE ENTERPRISES LTD,"WORLD TRADE CENTER BLDG, 29 ROUTE DE PRE-BOIS, CASE POSTALE 856, GENEVA, SWITZERLAND, CH-1215",English,Mathematical & Computational Biology
INTERNATIONAL JOURNAL OF DERMATOLOGY,0011-9059,1365-4632,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Dermatology
INTERNATIONAL JOURNAL OF DEVELOPMENTAL BIOLOGY,0214-6282,1696-3547,UNIV BASQUE COUNTRY UPV-EHU PRESS,"PO BOX 1397, BILBAO, SPAIN, BIZKAIA, E-48080",English,Developmental Biology
INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE,0736-5748,1873-474X,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Developmental Biology | Neurosciences
INTERNATIONAL JOURNAL OF DIABETES IN DEVELOPING COUNTRIES,0973-3930,1998-3832,SPRINGER INDIA,"7TH FLOOR, VIJAYA BUILDING, 17, BARAKHAMBA ROAD, NEW DELHI, INDIA, 110 001",English,Endocrinology & Metabolism
INTERNATIONAL JOURNAL OF ENDOCRINOLOGY,1687-8337,1687-8345,HINDAWI LTD,"ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF",English,Endocrinology & Metabolism
INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY,0959-9673,1365-2613,WILEY,"111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",English,Pathology
INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,0168-1605,1879-3460,ELSEVIER,"RADARWEG 29, AMSTERDAM, NETHERLANDS, 1043 NX",English,Microbiology | Food Science & Technology
